"CutConfig","Name","SourceLibrary","Type","Diameter_mm","Flutes","FluteLen_mm","LenBelowHolder_mm","CornerRad_mm","OAL_mm","Material"
"Mild Steel (Metric)","0.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","0.6","1","6","8.540000000000001",,"11.08","unspecified"
"Mild Steel (Metric)","0.65mm Drill 118??","Stub & Jobber Drills (Metric)","drill","0.65","1","6.500000000000001","9.04",,"11.58","unspecified"
"Mild Steel (Metric)","0.7mm Drill 118??","Stub & Jobber Drills (Metric)","drill","0.7","1","7","9.54",,"12.08","unspecified"
"Mild Steel (Metric)","0.75mm Drill 118??","Stub & Jobber Drills (Metric)","drill","0.75","1","7.500000000000001","10.04",,"12.58","unspecified"
"Mild Steel (Metric)","0.8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","0.8","1","8","10.54",,"13.08","unspecified"
"Mild Steel (Metric)","0.85mm Drill 118??","Stub & Jobber Drills (Metric)","drill","0.85","1","8.5","11.04",,"13.58","unspecified"
"Mild Steel (Metric)","0.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","0.9","1","9","11.54",,"14.08","unspecified"
"Mild Steel (Metric)","0.95mm Drill 118??","Stub & Jobber Drills (Metric)","drill","0.95","1","9.5","12.04",,"14.58","unspecified"
"Mild Steel (Metric)","1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1","1","10","12.54",,"15.08","unspecified"
"Mild Steel (Metric)","1.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.05","1","10.5","13.04",,"15.58","unspecified"
"Mild Steel (Metric)","1.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.1","1","11","13.54",,"16.08","unspecified"
"Mild Steel (Metric)","1.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.15","1","11.5","14.04",,"16.58","unspecified"
"Mild Steel (Metric)","1.2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.2","1","12","14.54",,"17.08","unspecified"
"Mild Steel (Metric)","1.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.25","1","12.5","15.04",,"17.58","unspecified"
"Mild Steel (Metric)","1.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.3","1","13","15.54",,"18.08","unspecified"
"Mild Steel (Metric)","1.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.35","1","13.5","16.04",,"18.58","unspecified"
"Mild Steel (Metric)","1.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.4","1","14","16.54",,"19.08","unspecified"
"Mild Steel (Metric)","1.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.45","1","14.5","17.04",,"19.58","unspecified"
"Mild Steel (Metric)","1.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.5","1","15","17.54",,"20.08","unspecified"
"Mild Steel (Metric)","1.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.55","1","15.5","18.04",,"20.58","unspecified"
"Mild Steel (Metric)","1.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.6","1","16","18.54",,"21.08","unspecified"
"Mild Steel (Metric)","1.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.65","1","16.5","19.04",,"21.58","unspecified"
"Mild Steel (Metric)","1.7mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.7","1","17","19.54",,"22.08","unspecified"
"Mild Steel (Metric)","1.8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.75","1","17.5","20.04",,"22.58","unspecified"
"Mild Steel (Metric)","1.8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.8","1","18","20.54",,"23.08","unspecified"
"Mild Steel (Metric)","1.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.85","1","18.5","21.04",,"23.58","unspecified"
"Mild Steel (Metric)","1.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.9","1","19","21.54",,"24.08","unspecified"
"Mild Steel (Metric)","1.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","1.95","1","19.5","22.04",,"24.58","unspecified"
"Mild Steel (Metric)","2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2","1","20","22.54",,"25.08","unspecified"
"Mild Steel (Metric)","2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.05","1","20.5","23.04",,"25.58","unspecified"
"Mild Steel (Metric)","2.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.1","1","21","23.54",,"26.08","unspecified"
"Mild Steel (Metric)","2.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.15","1","21.5","24.04",,"26.58","unspecified"
"Mild Steel (Metric)","2.2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.2","1","22","24.54",,"27.08","unspecified"
"Mild Steel (Metric)","2.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.25","1","22.5","25.04",,"27.58","unspecified"
"Mild Steel (Metric)","2.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.3","1","23","25.54",,"28.08","unspecified"
"Mild Steel (Metric)","2.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.35","1","23.5","26.04",,"28.58","unspecified"
"Mild Steel (Metric)","2.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.4","1","24","26.54",,"29.08","unspecified"
"Mild Steel (Metric)","2.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.45","1","24.5","27.04",,"29.58","unspecified"
"Mild Steel (Metric)","2.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.5","1","25","27.54",,"30.08","unspecified"
"Mild Steel (Metric)","2.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.6","1","26","28.54",,"31.08","unspecified"
"Mild Steel (Metric)","2.7mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.7","1","27","29.54",,"32.08000000000001","unspecified"
"Mild Steel (Metric)","2.8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.8","1","28","30.54",,"33.08000000000001","unspecified"
"Mild Steel (Metric)","2.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.9","1","29","31.54",,"34.08000000000001","unspecified"
"Mild Steel (Metric)","3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3","1","30","32.54",,"35.08000000000001","unspecified"
"Mild Steel (Metric)","3.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.1","1","31","33.54",,"36.08000000000001","unspecified"
"Mild Steel (Metric)","3.2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.2","1","32","34.54",,"37.08000000000001","unspecified"
"Mild Steel (Metric)","3.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.3","1","33","35.54000000000001",,"38.08000000000001","unspecified"
"Mild Steel (Metric)","3.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.4","1","34","36.54000000000001",,"39.08000000000001","unspecified"
"Mild Steel (Metric)","3.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.5","1","35","37.54000000000001",,"40.08000000000001","unspecified"
"Mild Steel (Metric)","3.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.6","1","36","38.54000000000001",,"41.08000000000001","unspecified"
"Mild Steel (Metric)","3.7mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.7","1","37","39.54000000000001",,"42.08000000000001","unspecified"
"Mild Steel (Metric)","3.8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.8","1","38","40.54000000000001",,"43.08000000000001","unspecified"
"Mild Steel (Metric)","3.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.9","1","39","41.54000000000001",,"44.08000000000001","unspecified"
"Mild Steel (Metric)","4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4","1","40","42.54000000000001",,"45.08000000000001","unspecified"
"Mild Steel (Metric)","4.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.1","1","41","43.54000000000001",,"46.08000000000001","unspecified"
"Mild Steel (Metric)","4.2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.2","1","42","44.54000000000001",,"47.08000000000001","unspecified"
"Mild Steel (Metric)","4.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.3","1","43","45.54000000000001",,"48.08000000000001","unspecified"
"Mild Steel (Metric)","4.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.4","1","44","46.54000000000001",,"49.08000000000001","unspecified"
"Mild Steel (Metric)","4.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.5","1","45","47.54000000000001",,"50.08000000000001","unspecified"
"Mild Steel (Metric)","4.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.6","1","46","48.54000000000001",,"51.08000000000001","unspecified"
"Mild Steel (Metric)","4.7mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.7","1","47","49.54000000000001",,"52.08000000000001","unspecified"
"Mild Steel (Metric)","4.8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.8","1","48","50.54000000000001",,"53.08000000000001","unspecified"
"Mild Steel (Metric)","4.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.9","1","49","51.54000000000001",,"54.08000000000001","unspecified"
"Mild Steel (Metric)","5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5","1","50","52.54000000000001",,"55.08000000000001","unspecified"
"Mild Steel (Metric)","5.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.1","1","51","53.54000000000001",,"56.08000000000001","unspecified"
"Mild Steel (Metric)","5.2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.2","1","52","54.54000000000001",,"57.08000000000001","unspecified"
"Mild Steel (Metric)","5.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.3","1","53","55.54000000000001",,"58.08000000000001","unspecified"
"Mild Steel (Metric)","5.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.4","1","54","56.54000000000001",,"59.08000000000001","unspecified"
"Mild Steel (Metric)","5.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.5","1","55","57.54000000000001",,"60.08000000000001","unspecified"
"Mild Steel (Metric)","5.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.6","1","56","58.54000000000001",,"61.08000000000001","unspecified"
"Mild Steel (Metric)","5.7mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.7","1","57","59.54000000000001",,"62.08000000000001","unspecified"
"Mild Steel (Metric)","5.8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.8","1","58","60.54000000000001",,"63.08000000000001","unspecified"
"Mild Steel (Metric)","5.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.9","1","59","61.54000000000001",,"64.08","unspecified"
"Mild Steel (Metric)","6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","6","1","60","62.54000000000001",,"65.08","unspecified"
"Mild Steel (Metric)","6.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","6.1","1","61","63.54000000000001",,"66.08","unspecified"
"Mild Steel (Metric)","6.2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","6.2","1","62","64.54",,"67.08","unspecified"
"Mild Steel (Metric)","6.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","6.3","1","63","65.54",,"68.08","unspecified"
"Mild Steel (Metric)","6.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","6.4","1","64","66.54",,"69.08","unspecified"
"Mild Steel (Metric)","6.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","6.5","1","65","67.54",,"70.08000000000001","unspecified"
"Mild Steel (Metric)","6.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","6.6","1","66","68.54",,"71.08000000000001","unspecified"
"Mild Steel (Metric)","6.7mm Drill 118??","Stub & Jobber Drills (Metric)","drill","6.7","1","67","69.54000000000002",,"72.08000000000001","unspecified"
"Mild Steel (Metric)","6.8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","6.8","1","68","70.54000000000002",,"73.08000000000001","unspecified"
"Mild Steel (Metric)","6.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","6.9","1","69","71.54000000000002",,"74.08000000000001","unspecified"
"Mild Steel (Metric)","7mm Drill 118??","Stub & Jobber Drills (Metric)","drill","7","1","70","72.54",,"75.08000000000001","unspecified"
"Mild Steel (Metric)","7.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","7.1","1","71","73.54",,"76.08000000000001","unspecified"
"Mild Steel (Metric)","7.2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","7.2","1","72","74.54",,"77.08000000000001","unspecified"
"Mild Steel (Metric)","7.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","7.3","1","73","75.54",,"78.08000000000001","unspecified"
"Mild Steel (Metric)","7.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","7.4","1","74","76.54",,"79.08000000000001","unspecified"
"Mild Steel (Metric)","7.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","7.5","1","75","77.54",,"80.08000000000001","unspecified"
"Mild Steel (Metric)","7.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","7.6","1","76","78.54",,"81.08000000000001","unspecified"
"Mild Steel (Metric)","7.7mm Drill 118??","Stub & Jobber Drills (Metric)","drill","7.7","1","77","79.54",,"82.08000000000001","unspecified"
"Mild Steel (Metric)","7.8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","7.8","1","78","80.54",,"83.08000000000001","unspecified"
"Mild Steel (Metric)","7.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","7.9","1","79","81.54",,"84.08000000000001","unspecified"
"Mild Steel (Metric)","8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","8","1","80","82.54",,"85.08000000000001","unspecified"
"Mild Steel (Metric)","8.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","8.1","1","81","83.54",,"86.08000000000001","unspecified"
"Mild Steel (Metric)","8.2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","8.2","1","82","84.54",,"87.08000000000001","unspecified"
"Mild Steel (Metric)","8.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","8.3","1","83","85.54",,"88.08000000000001","unspecified"
"Mild Steel (Metric)","8.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","8.4","1","84","86.54",,"89.08000000000001","unspecified"
"Mild Steel (Metric)","8.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","8.5","1","85","87.54",,"90.08","unspecified"
"Mild Steel (Metric)","8.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","8.6","1","86","88.54",,"91.08","unspecified"
"Mild Steel (Metric)","8.7mm Drill 118??","Stub & Jobber Drills (Metric)","drill","8.7","1","87","89.54",,"92.08","unspecified"
"Mild Steel (Metric)","8.8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","8.8","1","88","90.54",,"93.08","unspecified"
"Mild Steel (Metric)","8.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","8.9","1","89","91.54",,"94.08","unspecified"
"Mild Steel (Metric)","9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","9","1","90","92.54",,"95.08","unspecified"
"Mild Steel (Metric)","9.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","9.1","1","91","93.54",,"96.08","unspecified"
"Mild Steel (Metric)","9.2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","9.2","1","92","94.54",,"97.08","unspecified"
"Mild Steel (Metric)","9.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","9.3","1","93","95.54",,"98.08","unspecified"
"Mild Steel (Metric)","9.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","9.4","1","94","96.54",,"99.08","unspecified"
"Mild Steel (Metric)","9.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","9.5","1","95","97.54",,"100.08","unspecified"
"Mild Steel (Metric)","9.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","9.6","1","96","98.54",,"101.08","unspecified"
"Mild Steel (Metric)","9.7mm Drill 118??","Stub & Jobber Drills (Metric)","drill","9.7","1","97","99.54",,"102.08","unspecified"
"Mild Steel (Metric)","9.8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","9.8","1","98","100.54",,"103.08","unspecified"
"Mild Steel (Metric)","9.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","9.9","1","99","101.54",,"104.08","unspecified"
"Mild Steel (Metric)","10mm Drill 118??","Stub & Jobber Drills (Metric)","drill","10","1","100","102.54",,"105.08","unspecified"
"Mild Steel (Metric)","10mm Drill 118??","Stub & Jobber Drills (Metric)","drill","10.2","1","102","104.54",,"107.08","unspecified"
"Mild Steel (Metric)","11mm Drill 118??","Stub & Jobber Drills (Metric)","drill","10.5","1","105","107.54",,"110.08","unspecified"
"Mild Steel (Metric)","11mm Drill 118??","Stub & Jobber Drills (Metric)","drill","10.8","1","108","110.54",,"113.08","unspecified"
"Mild Steel (Metric)","11mm Drill 118??","Stub & Jobber Drills (Metric)","drill","11","1","110","112.54",,"115.08","unspecified"
"Mild Steel (Metric)","11mm Drill 118??","Stub & Jobber Drills (Metric)","drill","11.2","1","112","114.54",,"117.08","unspecified"
"Mild Steel (Metric)","12mm Drill 118??","Stub & Jobber Drills (Metric)","drill","11.5","1","115","117.54",,"120.08","unspecified"
"Mild Steel (Metric)","12mm Drill 118??","Stub & Jobber Drills (Metric)","drill","11.8","1","118","120.54",,"123.08","unspecified"
"Mild Steel (Metric)","12mm Drill 118??","Stub & Jobber Drills (Metric)","drill","12","1","120","122.54",,"125.08","unspecified"
"Mild Steel (Metric)","12mm Drill 118??","Stub & Jobber Drills (Metric)","drill","12.2","1","122","124.54",,"127.08","unspecified"
"Mild Steel (Metric)","13mm Drill 118??","Stub & Jobber Drills (Metric)","drill","12.5","1","125","127.54",,"130.08","unspecified"
"Mild Steel (Metric)","13mm Drill 118??","Stub & Jobber Drills (Metric)","drill","12.8","1","128","130.54",,"133.08","unspecified"
"Mild Steel (Metric)","13mm Drill 118??","Stub & Jobber Drills (Metric)","drill","13","1","130","132.54",,"135.08","unspecified"
"Mild Steel (Metric)","13mm Drill 118??","Stub & Jobber Drills (Metric)","drill","13.2","1","132","134.54",,"137.08","unspecified"
"Mild Steel (Metric)","14mm Drill 118??","Stub & Jobber Drills (Metric)","drill","13.5","1","135","137.54",,"140.08","unspecified"
"Mild Steel (Metric)","14mm Drill 118??","Stub & Jobber Drills (Metric)","drill","13.8","1","138","140.54",,"143.08","unspecified"
"Mild Steel (Metric)","14mm Drill 118??","Stub & Jobber Drills (Metric)","drill","14","1","140","142.54",,"145.08","unspecified"
"Mild Steel (Metric)","14mm Drill 118??","Stub & Jobber Drills (Metric)","drill","14.25","1","142.5","145.04",,"147.58","unspecified"
"Mild Steel (Metric)","15mm Drill 118??","Stub & Jobber Drills (Metric)","drill","14.5","1","145","147.54",,"150.08","unspecified"
"Mild Steel (Metric)","15mm Drill 118??","Stub & Jobber Drills (Metric)","drill","14.75","1","147.5","150.04",,"152.58","unspecified"
"Mild Steel (Metric)","15mm Drill 118??","Stub & Jobber Drills (Metric)","drill","15","1","150","152.54",,"155.08","unspecified"
"Mild Steel (Metric)","15mm Drill 118??","Stub & Jobber Drills (Metric)","drill","15.25","1","152.5","155.04",,"157.58","unspecified"
"Mild Steel (Metric)","16mm Drill 118??","Stub & Jobber Drills (Metric)","drill","15.5","1","155","157.54",,"160.08","unspecified"
"Mild Steel (Metric)","16mm Drill 118??","Stub & Jobber Drills (Metric)","drill","15.75","1","157.5","160.04",,"162.58","unspecified"
"Mild Steel (Metric)","16mm Drill 118??","Stub & Jobber Drills (Metric)","drill","16","1","160","162.54",,"165.08","unspecified"
"Mild Steel (Metric)","16mm Drill 118??","Stub & Jobber Drills (Metric)","drill","16.25","1","162.5","165.04",,"167.58","unspecified"
"Mild Steel (Metric)","17mm Drill 118??","Stub & Jobber Drills (Metric)","drill","16.5","1","165","167.54",,"170.08","unspecified"
"Mild Steel (Metric)","17mm Drill 118??","Stub & Jobber Drills (Metric)","drill","16.75","1","167.5","170.04",,"172.58","unspecified"
"Mild Steel (Metric)","17mm Drill 118??","Stub & Jobber Drills (Metric)","drill","17","1","170","172.54",,"175.08","unspecified"
"Mild Steel (Metric)","17mm Drill 118??","Stub & Jobber Drills (Metric)","drill","17.25","1","172.5","175.04",,"177.58","unspecified"
"Mild Steel (Metric)","18mm Drill 118??","Stub & Jobber Drills (Metric)","drill","17.5","1","175","177.54",,"180.08","unspecified"
"Mild Steel (Metric)","18mm Drill 118??","Stub & Jobber Drills (Metric)","drill","18","1","180","182.54",,"185.08","unspecified"
"Mild Steel (Metric)","19mm Drill 118??","Stub & Jobber Drills (Metric)","drill","18.5","1","185","187.54",,"190.08","unspecified"
"Mild Steel (Metric)","19mm Drill 118??","Stub & Jobber Drills (Metric)","drill","19","1","190","192.54",,"195.08","unspecified"
"Mild Steel (Metric)","20mm Drill 118??","Stub & Jobber Drills (Metric)","drill","19.5","1","195","197.54",,"200.08","unspecified"
"Mild Steel (Metric)","20mm Drill 118??","Stub & Jobber Drills (Metric)","drill","20","1","200","202.54",,"205.08","unspecified"
"Mild Steel (Metric)","21mm Drill 118??","Stub & Jobber Drills (Metric)","drill","20.5","1","205","207.54",,"210.08","unspecified"
"Mild Steel (Metric)","21mm Drill 118??","Stub & Jobber Drills (Metric)","drill","21","1","210","212.54",,"215.08","unspecified"
"Mild Steel (Metric)","22mm Drill 118??","Stub & Jobber Drills (Metric)","drill","21.5","1","215","217.54",,"220.08","unspecified"
"Mild Steel (Metric)","22mm Drill 118??","Stub & Jobber Drills (Metric)","drill","22","1","220","222.54",,"225.08","unspecified"
"Mild Steel (Metric)","23mm Drill 118??","Stub & Jobber Drills (Metric)","drill","22.5","1","225","227.54",,"230.08","unspecified"
"Mild Steel (Metric)","23mm Drill 118??","Stub & Jobber Drills (Metric)","drill","23","1","230","232.54",,"235.08","unspecified"
"Mild Steel (Metric)","24mm Drill 118??","Stub & Jobber Drills (Metric)","drill","23.5","1","235","237.54",,"240.08","unspecified"
"Mild Steel (Metric)","24mm Drill 118??","Stub & Jobber Drills (Metric)","drill","24","1","240","242.54",,"245.08","unspecified"
"Mild Steel (Metric)","25mm Drill 118??","Stub & Jobber Drills (Metric)","drill","24.5","1","245","247.54",,"250.08","unspecified"
"Mild Steel (Metric)","25mm Drill 118??","Stub & Jobber Drills (Metric)","drill","25","1","250","252.54",,"255.08","unspecified"
"Mild Steel (Metric)","26mm Drill 118??","Stub & Jobber Drills (Metric)","drill","25.5","1","255","257.54",,"260.08","unspecified"
"Mild Steel (Metric)","0.15mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.15","1","0.75","3.29",,"5.83","unspecified"
"Mild Steel (Metric)","0.16mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.16","1","0.8","3.340000000000001",,"5.880000000000001","unspecified"
"Mild Steel (Metric)","0.17mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.17","1","0.8500000000000001","3.390000000000001",,"5.930000000000001","unspecified"
"Mild Steel (Metric)","0.18mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.18","1","0.8999999999999999","3.44",,"5.98","unspecified"
"Mild Steel (Metric)","0.19mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.19","1","0.95","3.49",,"6.03","unspecified"
"Mild Steel (Metric)","0.2mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.2","1","1","3.54",,"6.080000000000001","unspecified"
"Mild Steel (Metric)","0.22mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.22","1","1.1","3.64",,"6.18","unspecified"
"Mild Steel (Metric)","0.25mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.25","1","1.25","3.79",,"6.330000000000001","unspecified"
"Mild Steel (Metric)","0.28mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.28","1","1.4","3.940000000000001",,"6.480000000000001","unspecified"
"Mild Steel (Metric)","0.3mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.3","1","1.5","4.04",,"6.58","unspecified"
"Mild Steel (Metric)","0.32mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.32","1","1.6","4.140000000000001",,"6.68","unspecified"
"Mild Steel (Metric)","0.35mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.35","1","1.75","4.29",,"6.83","unspecified"
"Mild Steel (Metric)","0.38mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.38","1","1.9","4.440000000000001",,"6.980000000000002","unspecified"
"Mild Steel (Metric)","0.4mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.4","1","2","4.540000000000001",,"7.08","unspecified"
"Mild Steel (Metric)","0.42mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.42","1","2.1","4.640000000000001",,"7.18","unspecified"
"Mild Steel (Metric)","0.45mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.45","1","2.25","4.790000000000001",,"7.33","unspecified"
"Mild Steel (Metric)","0.48mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.48","1","2.4","4.94",,"7.479999999999999","unspecified"
"Mild Steel (Metric)","0.5mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.5","1","2.5","5.040000000000001",,"7.58","unspecified"
"Mild Steel (Metric)","0.55mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.55","1","2.75","5.290000000000001",,"7.83","unspecified"
"Mild Steel (Metric)","0.6mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.6","1","3","5.540000000000001",,"8.08","unspecified"
"Mild Steel (Metric)","0.65mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.65","1","3.25","5.789999999999998",,"8.329999999999998","unspecified"
"Mild Steel (Metric)","0.7mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.7","1","3.5","6.039999999999999",,"8.58","unspecified"
"Mild Steel (Metric)","0.75mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.75","1","3.75","6.289999999999998",,"8.830000000000002","unspecified"
"Mild Steel (Metric)","0.8mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.8","1","4","6.539999999999999",,"9.080000000000002","unspecified"
"Mild Steel (Metric)","0.85mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.85","1","4.25","6.789999999999999",,"9.330000000000002","unspecified"
"Mild Steel (Metric)","0.9mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.9","1","4.5","7.039999999999999",,"9.580000000000002","unspecified"
"Mild Steel (Metric)","0.95mm Drill 135??","Stub & Jobber Drills (Metric)","drill","0.95","1","4.75","7.289999999999999",,"9.830000000000002","unspecified"
"Mild Steel (Metric)","1mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1","1","5","7.539999999999999",,"10.08","unspecified"
"Mild Steel (Metric)","1.1mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.05","1","5.25","7.789999999999999",,"10.33","unspecified"
"Mild Steel (Metric)","1.1mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.1","1","5.5","8.04",,"10.58","unspecified"
"Mild Steel (Metric)","1.1mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.15","1","5.75","8.289999999999997",,"10.83","unspecified"
"Mild Steel (Metric)","1.2mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.2","1","6","8.54",,"11.08","unspecified"
"Mild Steel (Metric)","1.3mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.25","1","6.25","8.789999999999997",,"11.33","unspecified"
"Mild Steel (Metric)","1.3mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.3","1","6.5","9.04",,"11.58","unspecified"
"Mild Steel (Metric)","1.4mm Drill 135??","Stub & Jobber Drills (Metric)","drill","1.35","1","6.75","9.29",,"11.83","unspecified"
