"CutConfig","Name","SourceLibrary","Type","Diameter_mm","Flutes","FluteLen_mm","LenBelowHolder_mm","CornerRad_mm","OAL_mm","Material"
"Stainless (Metric)","2.2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.2","1","22","24.54",,"27.08","unspecified"
"Stainless (Metric)","2.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.25","1","22.5","25.04",,"27.58","unspecified"
"Stainless (Metric)","2.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.3","1","23","25.54",,"28.08","unspecified"
"Stainless (Metric)","2.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.35","1","23.5","26.04",,"28.58","unspecified"
"Stainless (Metric)","2.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.4","1","24","26.54",,"29.08","unspecified"
"Stainless (Metric)","2.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.45","1","24.5","27.04",,"29.58","unspecified"
"Stainless (Metric)","2.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.5","1","25","27.54",,"30.08","unspecified"
"Stainless (Metric)","2.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.6","1","26","28.54",,"31.08","unspecified"
"Stainless (Metric)","2.7mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.7","1","27","29.54",,"32.08000000000001","unspecified"
"Stainless (Metric)","2.8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.8","1","28","30.54",,"33.08000000000001","unspecified"
"Stainless (Metric)","2.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","2.9","1","29","31.54",,"34.08000000000001","unspecified"
"Stainless (Metric)","3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3","1","30","32.54",,"35.08000000000001","unspecified"
"Stainless (Metric)","3.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.1","1","31","33.54",,"36.08000000000001","unspecified"
"Stainless (Metric)","3.2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.2","1","32","34.54",,"37.08000000000001","unspecified"
"Stainless (Metric)","3.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.3","1","33","35.54000000000001",,"38.08000000000001","unspecified"
"Stainless (Metric)","3.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.4","1","34","36.54000000000001",,"39.08000000000001","unspecified"
"Stainless (Metric)","3.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.5","1","35","37.54000000000001",,"40.08000000000001","unspecified"
"Stainless (Metric)","3.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.6","1","36","38.54000000000001",,"41.08000000000001","unspecified"
"Stainless (Metric)","3.7mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.7","1","37","39.54000000000001",,"42.08000000000001","unspecified"
"Stainless (Metric)","3.8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.8","1","38","40.54000000000001",,"43.08000000000001","unspecified"
"Stainless (Metric)","3.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","3.9","1","39","41.54000000000001",,"44.08000000000001","unspecified"
"Stainless (Metric)","4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4","1","40","42.54000000000001",,"45.08000000000001","unspecified"
"Stainless (Metric)","4.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.1","1","41","43.54000000000001",,"46.08000000000001","unspecified"
"Stainless (Metric)","4.2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.2","1","42","44.54000000000001",,"47.08000000000001","unspecified"
"Stainless (Metric)","4.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.3","1","43","45.54000000000001",,"48.08000000000001","unspecified"
"Stainless (Metric)","4.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.4","1","44","46.54000000000001",,"49.08000000000001","unspecified"
"Stainless (Metric)","4.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.5","1","45","47.54000000000001",,"50.08000000000001","unspecified"
"Stainless (Metric)","4.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.6","1","46","48.54000000000001",,"51.08000000000001","unspecified"
"Stainless (Metric)","4.7mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.7","1","47","49.54000000000001",,"52.08000000000001","unspecified"
"Stainless (Metric)","4.8mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.8","1","48","50.54000000000001",,"53.08000000000001","unspecified"
"Stainless (Metric)","4.9mm Drill 118??","Stub & Jobber Drills (Metric)","drill","4.9","1","49","51.54000000000001",,"54.08000000000001","unspecified"
"Stainless (Metric)","5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5","1","50","52.54000000000001",,"55.08000000000001","unspecified"
"Stainless (Metric)","5.1mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.1","1","51","53.54000000000001",,"56.08000000000001","unspecified"
"Stainless (Metric)","5.2mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.2","1","52","54.54000000000001",,"57.08000000000001","unspecified"
"Stainless (Metric)","5.3mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.3","1","53","55.54000000000001",,"58.08000000000001","unspecified"
"Stainless (Metric)","5.4mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.4","1","54","56.54000000000001",,"59.08000000000001","unspecified"
"Stainless (Metric)","5.5mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.5","1","55","57.54000000000001",,"60.08000000000001","unspecified"
"Stainless (Metric)","5.6mm Drill 118??","Stub & Jobber Drills (Metric)","drill","5.6","1","56","58.54000000000001",,"61.08000000000001","unspecified"
